 Time 0.00000000  [reference_trajectory]  x 0.00000000   y 0.00000000   yaw 2.35602094   v 0.00000000   w 0.00000000   t 0.00000000
 Time 0.75000000  [reference_trajectory]  x -0.79787771   y 0.43561413   yaw 2.97165998   v 1.33852566   w 0.89235044   t 0.75000000
 Time 0.80000000  [reference_trajectory]  x -0.86384000   y 0.44693243   yaw 3.01627750   v 1.34045085   w 0.89363390   t 0.80000000
 Time 0.85000000  [reference_trajectory]  x -0.93033697   y 0.45530941   yaw 3.06095919   v 1.34221640   w 0.89481093   t 0.85000000
 Time 0.90000000  [reference_trajectory]  x -0.99722974   y 0.46071492   yaw 3.10569974   v 1.34381533   w 0.89587689   t 0.90000000
 Time 0.95000000  [reference_trajectory]  x -1.06437723   y 0.46312608   yaw 3.15049359   v 1.34524135   w 0.89682757   t 0.95000000
 Time 1.00000000  [reference_trajectory]  x -1.13163663   y 0.46252739   yaw 3.19533496   v 1.34648882   w 0.89765922   t 1.00000000
 Time 1.05000000  [reference_trajectory]  x -1.19886387   y 0.45891096   yaw 3.24021793   v 1.34755283   w 0.89836855   t 1.05000000
 Time 1.10000000  [reference_trajectory]  x -1.26591409   y 0.45227659   yaw 3.28513635   v 1.34842916   w 0.89895277   t 1.10000000
 Time 1.15000000  [reference_trajectory]  x -1.33264214   y 0.44263187   yaw 3.33008399   v 1.34911436   w 0.89940958   t 1.15000000
 Time 1.20000000  [reference_trajectory]  x -1.39890308   y 0.42999221   yaw 3.37505447   v 1.34960574   w 0.89973716   t 1.20000000
 Time 1.25000000  [reference_trajectory]  x -1.46455272   y 0.41438086   yaw 3.42004133   v 1.34990134   w 0.89993422   t 1.25000000
 Time 1.30000000  [reference_trajectory]  x -1.52944808   y 0.39582887   yaw 3.46503804   v 1.35000000   w 0.90000000   t 1.30000000
 Time 1.35000000  [reference_trajectory]  x -1.59344793   y 0.37437499   yaw 3.51003804   v 1.34990134   w 0.89993422   t 1.35000000
 Time 1.40000000  [reference_trajectory]  x -1.65641330   y 0.35006559   yaw 3.55503475   v 1.34960574   w 0.89973716   t 1.40000000
 Time 1.45000000  [reference_trajectory]  x -1.71820792   y 0.32295446   yaw 3.60002161   v 1.34911436   w 0.89940958   t 1.45000000
 Time 1.50000000  [reference_trajectory]  x -1.77869876   y 0.29310262   yaw 3.64499209   v 1.34842916   w 0.89895277   t 1.50000000
 Time 1.55000000  [reference_trajectory]  x -1.83775643   y 0.26057810   yaw 3.68993973   v 1.34755283   w 0.89836855   t 1.55000000
 Time 1.60000000  [reference_trajectory]  x -1.89525566   y 0.22545566   yaw 3.73485815   v 1.34648882   w 0.89765922   t 1.60000000
 Time 1.65000000  [reference_trajectory]  x -1.95107566   y 0.18781648   yaw 3.77974111   v 1.34524135   w 0.89682757   t 1.65000000
 Time 1.70000000  [reference_trajectory]  x -2.00510056   y 0.14774784   yaw 3.82458249   v 1.34381533   w 0.89587689   t 1.70000000
 Time 1.75000000  [reference_trajectory]  x -2.05721972   y 0.10534274   yaw 3.86937634   v 1.34221640   w 0.89481093   t 1.75000000
 Time 1.80000000  [reference_trajectory]  x -2.10732805   y 0.06069952   yaw 3.91411688   v 1.34045085   w 0.89363390   t 1.80000000
 Time 1.85000000  [reference_trajectory]  x -2.15532632   y 0.01392146   yaw 3.95879858   v 1.33852566   w 0.89235044   t 1.85000000
 Time 1.90000000  [reference_trajectory]  x -2.20112139   y -0.03488365   yaw 4.00341610   v 1.33644843   w 0.89096562   t 1.90000000
 Time 1.95000000  [reference_trajectory]  x -2.24462643   y -0.08560394   yaw 4.04796438   v 1.33422736   w 0.88948490   t 1.95000000
 Time 2.00000000  [reference_trajectory]  x -2.28576108   y -0.13812391   yaw 4.09243863   v 1.33187120   w 0.88791413   t 2.00000000
 Time 2.05000000  [reference_trajectory]  x -2.32445159   y -0.19232490   yaw 4.13683433   v 1.32938926   w 0.88625951   t 2.05000000
 Time 2.10000000  [reference_trajectory]  x -2.36063093   y -0.24808550   yaw 4.18114731   v 1.32679134   w 0.88452756   t 2.10000000
 Time 2.15000000  [reference_trajectory]  x -2.39423884   y -0.30528206   yaw 4.22537369   v 1.32408768   w 0.88272512   t 2.15000000
 Time 2.20000000  [reference_trajectory]  x -2.42522184   y -0.36378910   yaw 4.26950994   v 1.32128896   w 0.88085931   t 2.20000000
 Time 2.25000000  [reference_trajectory]  x -2.45353327   y -0.42347976   yaw 4.31355291   v 1.31840623   w 0.87893749   t 2.25000000
 Time 2.30000000  [reference_trajectory]  x -2.47913316   y -0.48422622   yaw 4.35749978   v 1.31545085   w 0.87696723   t 2.30000000
 Time 2.35000000  [reference_trajectory]  x -2.50198823   y -0.54590015   yaw 4.40134814   v 1.31243449   w 0.87495633   t 2.35000000
 Time 2.40000000  [reference_trajectory]  x -2.52207174   y -0.60837305   yaw 4.44509596   v 1.30936907   w 0.87291271   t 2.40000000
 Time 2.45000000  [reference_trajectory]  x -2.53936337   y -0.67151668   yaw 4.48874160   v 1.30626666   w 0.87084444   t 2.45000000
 Time 2.50000000  [reference_trajectory]  x -2.55384906   y -0.73520339   yaw 4.53228382   v 1.30313953   w 0.86875968   t 2.50000000
 Time 2.55000000  [reference_trajectory]  x -2.56552082   y -0.79930644   yaw 4.57572180   v 1.30000000   w 0.86666667   t 2.55000000
 Time 2.60000000  [reference_trajectory]  x -2.57437656   y -0.86370035   yaw 4.61905514   v 1.29686047   w 0.86457365   t 2.60000000
 Time 2.65000000  [reference_trajectory]  x -2.58041983   y -0.92826115   yaw 4.66228382   v 1.29373334   w 0.86248889   t 2.65000000
 Time 2.70000000  [reference_trajectory]  x -2.58365961   y -0.99286663   yaw 4.70540826   v 1.29063093   w 0.86042062   t 2.70000000
 Time 2.75000000  [reference_trajectory]  x -2.58411008   y -1.05739661   yaw 4.74842929   v 1.28756551   w 0.85837700   t 2.75000000
 Time 2.80000000  [reference_trajectory]  x -2.58179037   y -1.12173308   yaw 4.79134814   v 1.28454915   w 0.85636610   t 2.80000000
 Time 2.85000000  [reference_trajectory]  x -2.57672429   y -1.18576042   yaw 4.83416645   v 1.28159377   w 0.85439585   t 2.85000000
 Time 2.90000000  [reference_trajectory]  x -2.56894010   y -1.24936556   yaw 4.87688624   v 1.27871104   w 0.85247402   t 2.90000000
 Time 2.95000000  [reference_trajectory]  x -2.55847025   y -1.31243803   yaw 4.91950994   v 1.27591232   w 0.85060821   t 2.95000000
 Time 3.00000000  [reference_trajectory]  x -2.54535111   y -1.37487014   yaw 4.96204035   v 1.27320866   w 0.84880577   t 3.00000000
 Time 3.05000000  [reference_trajectory]  x -2.52962277   y -1.43655702   yaw 5.00448064   v 1.27061074   w 0.84707382   t 3.05000000
 Time 3.10000000  [reference_trajectory]  x -2.51132878   y -1.49739663   yaw 5.04683433   v 1.26812880   w 0.84541920   t 3.10000000
 Time 3.15000000  [reference_trajectory]  x -2.49051591   y -1.55728988   yaw 5.08910529   v 1.26577264   w 0.84384843   t 3.15000000
 Time 3.20000000  [reference_trajectory]  x -2.46723398   y -1.61614056   yaw 5.13129771   v 1.26355157   w 0.84236771   t 3.20000000
 Time 3.25000000  [reference_trajectory]  x -2.44153563   y -1.67385539   yaw 5.17341610   v 1.26147434   w 0.84098289   t 3.25000000
 Time 3.30000000  [reference_trajectory]  x -2.41347614   y -1.73034396   yaw 5.21546524   v 1.25954915   w 0.83969943   t 3.30000000
 Time 3.35000000  [reference_trajectory]  x -2.38311326   y -1.78551873   yaw 5.25745022   v 1.25778360   w 0.83852240   t 3.35000000
 Time 3.40000000  [reference_trajectory]  x -2.35050708   y -1.83929499   yaw 5.29937634   v 1.25618467   w 0.83745644   t 3.40000000
 Time 3.45000000  [reference_trajectory]  x -2.31571986   y -1.89159078   yaw 5.34124916   v 1.25475865   w 0.83650576   t 3.45000000
 Time 3.50000000  [reference_trajectory]  x -2.27881594   y -1.94232685   yaw 5.38307445   v 1.25351118   w 0.83567412   t 3.50000000
 Time 3.55000000  [reference_trajectory]  x -2.23986163   y -1.99142662   yaw 5.42485815   v 1.25244717   w 0.83496478   t 3.55000000
 Time 3.60000000  [reference_trajectory]  x -2.19892513   y -2.03881610   yaw 5.46660639   v 1.25157084   w 0.83438056   t 3.60000000
 Time 3.65000000  [reference_trajectory]  x -2.15607644   y -2.08442381   yaw 5.50832542   v 1.25088564   w 0.83392376   t 3.65000000
 Time 3.70000000  [reference_trajectory]  x -2.11138736   y -2.12818079   yaw 5.55002161   v 1.25039426   w 0.83359618   t 3.70000000
 Time 3.75000000  [reference_trajectory]  x -2.06493140   y -2.17002047   yaw 5.59170142   v 1.25009866   w 0.83339911   t 3.75000000
 Time 3.80000000  [reference_trajectory]  x -2.01678382   y -2.20987868   yaw 5.63337137   v 1.25000000   w 0.83333333   t 3.80000000
 Time 3.85000000  [reference_trajectory]  x -1.96702154   y -2.24769357   yaw 5.67503804   v 1.25009866   w 0.83339911   t 3.85000000
 Time 3.90000000  [reference_trajectory]  x -1.91572324   y -2.28340563   yaw 5.71670799   v 1.25039426   w 0.83359618   t 3.90000000
 Time 3.95000000  [reference_trajectory]  x -1.86296932   y -2.31695764   yaw 5.75838780   v 1.25088564   w 0.83392376   t 3.95000000
 Time 4.00000000  [reference_trajectory]  x -1.80884191   y -2.34829469   yaw 5.80008399   v 1.25157084   w 0.83438056   t 4.00000000
 Time 4.05000000  [reference_trajectory]  x -1.75342494   y -2.37736416   yaw 5.84180302   v 1.25244717   w 0.83496478   t 4.05000000
 Time 4.10000000  [reference_trajectory]  x -1.69680418   y -2.40411579   yaw 5.88355126   v 1.25351118   w 0.83567412   t 4.10000000
 Time 4.15000000  [reference_trajectory]  x -1.63906724   y -2.42850167   yaw 5.92533496   v 1.25475865   w 0.83650576   t 4.15000000
 Time 4.20000000  [reference_trajectory]  x -1.58030364   y -2.45047636   yaw 5.96716025   v 1.25618467   w 0.83745644   t 4.20000000
 Time 4.25000000  [reference_trajectory]  x -1.52060483   y -2.46999690   yaw 6.00903307   v 1.25778360   w 0.83852240   t 4.25000000
 Time 4.30000000  [reference_trajectory]  x -1.46006424   y -2.48702295   yaw 6.05095919   v 1.25954915   w 0.83969943   t 4.30000000
 Time 4.35000000  [reference_trajectory]  x -1.39877732   y -2.50151686   yaw 6.09294417   v 1.26147434   w 0.84098289   t 4.35000000
 Time 4.40000000  [reference_trajectory]  x -1.33684153   y -2.51344383   yaw 6.13499331   v 1.26355157   w 0.84236771   t 4.40000000
 Time 4.45000000  [reference_trajectory]  x -1.27435640   y -2.52277201   yaw 6.17711170   v 1.26577264   w 0.84384843   t 4.45000000
 Time 4.50000000  [reference_trajectory]  x -1.21142349   y -2.52947268   yaw 6.21930412   v 1.26812880   w 0.84541920   t 4.50000000
 Time 4.55000000  [reference_trajectory]  x -1.14814638   y -2.53352040   yaw 6.26157508   v 1.27061074   w 0.84707382   t 4.55000000
 Time 4.60000000  [reference_trajectory]  x -1.08463068   y -2.53489321   yaw 6.30392877   v 1.27320866   w 0.84880577   t 4.60000000
 Time 4.65000000  [reference_trajectory]  x -1.02098394   y -2.53357276   yaw 6.34636906   v 1.27591232   w 0.85060821   t 4.65000000
 Time 4.70000000  [reference_trajectory]  x -0.95731562   y -2.52954460   yaw 6.38889947   v 1.27871104   w 0.85247402   t 4.70000000
 Time 4.75000000  [reference_trajectory]  x -0.89373699   y -2.52279829   yaw 6.43152317   v 1.28159377   w 0.85439585   t 4.75000000
 Time 4.80000000  [reference_trajectory]  x -0.83036102   y -2.51332766   yaw 6.47424296   v 1.28454915   w 0.85636610   t 4.80000000
 Time 4.85000000  [reference_trajectory]  x -0.76730225   y -2.50113104   yaw 6.51706127   v 1.28756551   w 0.85837700   t 4.85000000
 Time 4.90000000  [reference_trajectory]  x -0.70467664   y -2.48621139   yaw 6.55998012   v 1.29063093   w 0.86042062   t 4.90000000
 Time 4.95000000  [reference_trajectory]  x -0.64260141   y -2.46857661   yaw 6.60300115   v 1.29373334   w 0.86248889   t 4.95000000
 Time 5.00000000  [reference_trajectory]  x -0.58119479   y -2.44823965   yaw 6.64612559   v 1.29686047   w 0.86457365   t 5.00000000
 Time 5.05000000  [reference_trajectory]  x -0.52057583   y -2.42521879   yaw 6.68935428   v 1.30000000   w 0.86666667   t 5.05000000
 Time 5.10000000  [reference_trajectory]  x -0.46086416   y -2.39953775   yaw 6.73268761   v 1.30313953   w 0.86875968   t 5.10000000
 Time 5.15000000  [reference_trajectory]  x -0.40217965   y -2.37122592   yaw 6.77612559   v 1.30626666   w 0.87084444   t 5.15000000
 Time 5.20000000  [reference_trajectory]  x -0.34464218   y -2.34031846   yaw 6.81966782   v 1.30936907   w 0.87291271   t 5.20000000
 Time 5.25000000  [reference_trajectory]  x -0.28837127   y -2.30685650   yaw 6.86331345   v 1.31243449   w 0.87495633   t 5.25000000
 Time 5.30000000  [reference_trajectory]  x -0.23348575   y -2.27088719   yaw 6.90706127   v 1.31545085   w 0.87696723   t 5.30000000
 Time 5.35000000  [reference_trajectory]  x -0.18010342   y -2.23246383   yaw 6.95090963   v 1.31840623   w 0.87893749   t 5.35000000
 Time 5.40000000  [reference_trajectory]  x -0.12834063   y -2.19164593   yaw 6.99485650   v 1.32128896   w 0.88085931   t 5.40000000
 Time 5.45000000  [reference_trajectory]  x -0.07831191   y -2.14849923   yaw 7.03889947   v 1.32408768   w 0.88272512   t 5.45000000
 Time 5.50000000  [reference_trajectory]  x -0.03012955   y -2.10309569   yaw 7.08303572   v 1.32679134   w 0.88452756   t 5.50000000
 Time 5.55000000  [reference_trajectory]  x 0.01609678   y -2.05551351   yaw 7.12726210   v 1.32938926   w 0.88625951   t 5.55000000
 Time 5.60000000  [reference_trajectory]  x 0.06026053   y -2.00583702   yaw 7.17157508   v 1.33187120   w 0.88791413   t 5.60000000
 Time 5.65000000  [reference_trajectory]  x 0.10225859   y -1.95415661   yaw 7.21597078   v 1.33422736   w 0.88948490   t 5.65000000
 Time 5.70000000  [reference_trajectory]  x 0.14199179   y -1.90056856   yaw 7.26044503   v 1.33644843   w 0.89096562   t 5.70000000
 Time 5.75000000  [reference_trajectory]  x 0.17936532   y -1.84517492   yaw 7.30499331   v 1.33852566   w 0.89235044   t 5.75000000
 Time 5.80000000  [reference_trajectory]  x 0.21428910   y -1.78808326   yaw 7.34961083   v 1.34045085   w 0.89363390   t 5.80000000
 Time 5.85000000  [reference_trajectory]  x 0.24667819   y -1.72940646   yaw 7.39429253   v 1.34221640   w 0.89481093   t 5.85000000
 Time 5.90000000  [reference_trajectory]  x 0.27645321   y -1.66926238   yaw 7.43903307   v 1.34381533   w 0.89587689   t 5.90000000
 Time 5.95000000  [reference_trajectory]  x 0.30354069   y -1.60777362   yaw 7.48382692   v 1.34524135   w 0.89682757   t 5.95000000
 Time 6.00000000  [reference_trajectory]  x 0.32787339   y -1.54506712   yaw 7.52866830   v 1.34648882   w 0.89765922   t 6.00000000
 Time 6.05000000  [reference_trajectory]  x 0.34939067   y -1.48127380   yaw 7.57355126   v 1.34755283   w 0.89836855   t 6.05000000
 Time 6.10000000  [reference_trajectory]  x 0.36803873   y -1.41652817   yaw 7.61846969   v 1.34842916   w 0.89895277   t 6.10000000
 Time 6.15000000  [reference_trajectory]  x 0.38377091   y -1.35096788   yaw 7.66341732   v 1.34911436   w 0.89940958   t 6.15000000
 Time 6.20000000  [reference_trajectory]  x 0.39654790   y -1.28473328   yaw 7.70838780   v 1.34960574   w 0.89973716   t 6.20000000
 Time 6.25000000  [reference_trajectory]  x 0.40633794   y -1.21796694   yaw 7.75337466   v 1.34990134   w 0.89993422   t 6.25000000
 Time 6.30000000  [reference_trajectory]  x 0.41311696   y -1.15081317   yaw 7.79837137   v 1.35000000   w 0.90000000   t 6.30000000
 Time 6.35000000  [reference_trajectory]  x 0.41686872   y -1.08341751   yaw 7.84337137   v 1.34990134   w 0.89993422   t 6.35000000
 Time 6.40000000  [reference_trajectory]  x 0.41758485   y -1.01592625   yaw 7.88836808   v 1.34960574   w 0.89973716   t 6.40000000
 Time 6.45000000  [reference_trajectory]  x 0.41526490   y -0.94848585   yaw 7.93335494   v 1.34911436   w 0.89940958   t 6.45000000
 Time 6.50000000  [reference_trajectory]  x 0.40991634   y -0.88124251   yaw 7.97832542   v 1.34842916   w 0.89895277   t 6.50000000
 Time 6.55000000  [reference_trajectory]  x 0.40155448   y -0.81434160   yaw 8.02327306   v 1.34755283   w 0.89836855   t 6.55000000
 Time 6.60000000  [reference_trajectory]  x 0.39020243   y -0.74792716   yaw 8.06819149   v 1.34648882   w 0.89765922   t 6.60000000
 Time 6.65000000  [reference_trajectory]  x 0.37589091   y -0.68214144   yaw 8.11307445   v 1.34524135   w 0.89682757   t 6.65000000
 Time 6.70000000  [reference_trajectory]  x 0.35865812   y -0.61712439   yaw 8.15791583   v 1.34381533   w 0.89587689   t 6.70000000
 Time 6.75000000  [reference_trajectory]  x 0.33854951   y -0.55301322   yaw 8.20270967   v 1.34221640   w 0.89481093   t 6.75000000
 Time 6.80000000  [reference_trajectory]  x 0.31561756   y -0.48994192   yaw 8.24745022   v 1.34045085   w 0.89363390   t 6.80000000
 Time 6.85000000  [reference_trajectory]  x 0.28992150   y -0.42804092   yaw 8.29213191   v 1.33852566   w 0.89235044   t 6.85000000
 Time 6.90000000  [reference_trajectory]  x 0.26152701   y -0.36743663   yaw 8.33674943   v 1.33644843   w 0.89096562   t 6.90000000
 Time 6.95000000  [reference_trajectory]  x 0.23050588   y -0.30825112   yaw 8.38129771   v 1.33422736   w 0.88948490   t 6.95000000
 Time 7.00000000  [reference_trajectory]  x 0.19693566   y -0.25060177   yaw 8.42577196   v 1.33187120   w 0.88791413   t 7.00000000
 Time 7.05000000  [reference_trajectory]  x 0.16089932   y -0.19460101   yaw 8.47016767   v 1.32938926   w 0.88625951   t 7.05000000
 Time 7.10000000  [reference_trajectory]  x 0.12248484   y -0.14035604   yaw 8.51448064   v 1.32679134   w 0.88452756   t 7.10000000
 Time 7.15000000  [reference_trajectory]  x 0.08178478   y -0.08796860   yaw 8.55870702   v 1.32408768   w 0.88272512   t 7.15000000
 Time 7.20000000  [reference_trajectory]  x 0.03889595   y -0.03753480   yaw 8.60284328   v 1.32128896   w 0.88085931   t 7.20000000
 Time 7.25000000  [reference_trajectory]  x -0.00608108   y 0.01085505   yaw 8.64688624   v 1.31840623   w 0.87893749   t 7.25000000
 Time 7.30000000  [reference_trajectory]  x -0.05304236   y 0.05711655   yaw 8.69083312   v 1.31545085   w 0.87696723   t 7.30000000
 Time 7.35000000  [reference_trajectory]  x -0.10188097   y 0.10117126   yaw 8.73468148   v 1.31243449   w 0.87495633   t 7.35000000
 Time 7.40000000  [reference_trajectory]  x -0.15248743   y 0.14294681   yaw 8.77842929   v 1.30936907   w 0.87291271   t 7.40000000
 Time 7.45000000  [reference_trajectory]  x -0.20475012   y 0.18237686   yaw 8.82207493   v 1.30626666   w 0.87084444   t 7.45000000
 Time 7.50000000  [reference_trajectory]  x -0.25855566   y 0.21940112   yaw 8.86561715   v 1.30313953   w 0.86875968   t 7.50000000
 Time 7.55000000  [reference_trajectory]  x -0.31378927   y 0.25396527   yaw 8.90905514   v 1.30000000   w 0.86666667   t 7.55000000
 Time 7.60000000  [reference_trajectory]  x -0.37033514   y 0.28602091   yaw 8.95238847   v 1.29686047   w 0.86457365   t 7.60000000
 Time 7.65000000  [reference_trajectory]  x -0.42807679   y 0.31552549   yaw 8.99561715   v 1.29373334   w 0.86248889   t 7.65000000
 Time 7.70000000  [reference_trajectory]  x -0.48689736   y 0.34244212   yaw 9.03874160   v 1.29063093   w 0.86042062   t 7.70000000
 Time 7.75000000  [reference_trajectory]  x -0.54667995   y 0.36673950   yaw 9.08176263   v 1.28756551   w 0.85837700   t 7.75000000
 Time 7.80000000  [reference_trajectory]  x -0.60730786   y 0.38839173   yaw 9.12468148   v 1.28454915   w 0.85636610   t 7.80000000
 Time 7.85000000  [reference_trajectory]  x -0.66866486   y 0.40737816   yaw 9.16749978   v 1.28159377   w 0.85439585   t 7.85000000
 Time 7.90000000  [reference_trajectory]  x -0.73063544   y 0.42368319   yaw 9.21021957   v 1.27871104   w 0.85247402   t 7.90000000
 Time 7.95000000  [reference_trajectory]  x -0.79310498   y 0.43729609   yaw 9.25284328   v 1.27591232   w 0.85060821   t 7.95000000
 Time 8.00000000  [reference_trajectory]  x -0.85595997   y 0.44821081   yaw 9.29537369   v 1.27320866   w 0.84880577   t 8.00000000
 Time 8.05000000  [reference_trajectory]  x -0.91908813   y 0.45642577   yaw 9.33781398   v 1.27061074   w 0.84707382   t 8.05000000
 Time 8.10000000  [reference_trajectory]  x -0.98237859   y 0.46194368   yaw 9.38016767   v 1.26812880   w 0.84541920   t 8.10000000
 Time 8.15000000  [reference_trajectory]  x -1.04572195   y 0.46477132   yaw 9.42243863   v 1.26577264   w 0.84384843   t 8.15000000
 Time 8.20000000  [reference_trajectory]  x -1.10901041   y 0.46491937   yaw 9.46463105   v 1.26355157   w 0.84236771   t 8.20000000
 Time 8.25000000  [reference_trajectory]  x -1.17213782   y 0.46240222   yaw 9.50674943   v 1.26147434   w 0.84098289   t 8.25000000
 Time 8.30000000  [reference_trajectory]  x -1.23499975   y 0.45723776   yaw 9.54879858   v 1.25954915   w 0.83969943   t 8.30000000
 Time 8.35000000  [reference_trajectory]  x -1.29749349   y 0.44944726   yaw 9.59078355   v 1.25778360   w 0.83852240   t 8.35000000
 Time 8.40000000  [reference_trajectory]  x -1.35951812   y 0.43905519   yaw 9.63270967   v 1.25618467   w 0.83745644   t 8.40000000
 Time 8.45000000  [reference_trajectory]  x -1.42097444   y 0.42608907   yaw 9.67458249   v 1.25475865   w 0.83650576   t 8.45000000
 Time 8.50000000  [reference_trajectory]  x -1.48176503   y 0.41057934   yaw 9.71640778   v 1.25351118   w 0.83567412   t 8.50000000
 Time 8.55000000  [reference_trajectory]  x -1.54179421   y 0.39255926   yaw 9.75819149   v 1.25244717   w 0.83496478   t 8.55000000
 Time 8.60000000  [reference_trajectory]  x -1.60096800   y 0.37206481   yaw 9.79993973   v 1.25157084   w 0.83438056   t 8.60000000
 Time 8.65000000  [reference_trajectory]  x -1.65919411   y 0.34913459   yaw 9.84165875   v 1.25088564   w 0.83392376   t 8.65000000
 Time 8.70000000  [reference_trajectory]  x -1.71638187   y 0.32380977   yaw 9.88335494   v 1.25039426   w 0.83359618   t 8.70000000
 Time 8.75000000  [reference_trajectory]  x -1.77244225   y 0.29613400   yaw 9.92503475   v 1.25009866   w 0.83339911   t 8.75000000
 Time 8.80000000  [reference_trajectory]  x -1.82728780   y 0.26615346   yaw 9.96670471   v 1.25000000   w 0.83333333   t 8.80000000
 Time 8.85000000  [reference_trajectory]  x -1.88083258   y 0.23391673   yaw 10.00837137   v 1.25009866   w 0.83339911   t 8.85000000
 Time 8.90000000  [reference_trajectory]  x -1.93299219   y 0.19947488   yaw 10.05004133   v 1.25039426   w 0.83359618   t 8.90000000
 Time 8.95000000  [reference_trajectory]  x -1.98368374   y 0.16288141   yaw 10.09172114   v 1.25088564   w 0.83392376   t 8.95000000
 Time 9.00000000  [reference_trajectory]  x -2.03282580   y 0.12419233   yaw 10.13341732   v 1.25157084   w 0.83438056   t 9.00000000
 Time 9.05000000  [reference_trajectory]  x -2.08033843   y 0.08346613   yaw 10.17513635   v 1.25244717   w 0.83496478   t 9.05000000
 Time 9.10000000  [reference_trajectory]  x -2.12614322   y 0.04076389   yaw 10.21688459   v 1.25351118   w 0.83567412   t 9.10000000
 Time 9.15000000  [reference_trajectory]  x -2.17016323   y -0.00385074   yaw 10.25866830   v 1.25475865   w 0.83650576   t 9.15000000
 Time 9.20000000  [reference_trajectory]  x -2.21232311   y -0.05031139   yaw 10.30049359   v 1.25618467   w 0.83745644   t 9.20000000
 Time 9.25000000  [reference_trajectory]  x -2.25254912   y -0.09854901   yaw 10.34236641   v 1.25778360   w 0.83852240   t 9.25000000
 Time 9.30000000  [reference_trajectory]  x -2.29076920   y -0.14849172   yaw 10.38429253   v 1.25954915   w 0.83969943   t 9.30000000
 Time 9.35000000  [reference_trajectory]  x -2.32691307   y -0.20006478   yaw 10.42627750   v 1.26147434   w 0.84098289   t 9.35000000
 Time 9.40000000  [reference_trajectory]  x -2.36091232   y -0.25319053   yaw 10.46832664   v 1.26355157   w 0.84236771   t 9.40000000
 Time 9.45000000  [reference_trajectory]  x -2.39270054   y -0.30778829   yaw 10.51044503   v 1.26577264   w 0.84384843   t 9.45000000
 Time 9.50000000  [reference_trajectory]  x -2.42221347   y -0.36377434   yaw 10.55263745   v 1.26812880   w 0.84541920   t 9.50000000
 Time 9.55000000  [reference_trajectory]  x -2.44938913   y -0.42106186   yaw 10.59490841   v 1.27061074   w 0.84707382   t 9.55000000
 Time 9.60000000  [reference_trajectory]  x -2.47416805   y -0.47956087   yaw 10.63726210   v 1.27320866   w 0.84880577   t 9.60000000
 Time 9.65000000  [reference_trajectory]  x -2.49649339   y -0.53917824   yaw 10.67970239   v 1.27591232   w 0.85060821   t 9.65000000
 Time 9.70000000  [reference_trajectory]  x -2.51631120   y -0.59981762   yaw 10.72223280   v 1.27871104   w 0.85247402   t 9.70000000
 Time 9.75000000  [reference_trajectory]  x -2.53357062   y -0.66137952   yaw 10.76485650   v 1.28159377   w 0.85439585   t 9.75000000
 Time 9.80000000  [reference_trajectory]  x -2.54822413   y -0.72376125   yaw 10.80757630   v 1.28454915   w 0.85636610   t 9.80000000
 Time 9.85000000  [reference_trajectory]  x -2.56022777   y -0.78685705   yaw 10.85039460   v 1.28756551   w 0.85837700   t 9.85000000
 Time 9.90000000  [reference_trajectory]  x -2.56954139   y -0.85055806   yaw 10.89331345   v 1.29063093   w 0.86042062   t 9.90000000
